4Nr	t23	t12	tGF	tSTR	ModelType	Stat	P2P3_dxy.Outlier.Mean	P2P3_dxy.Outlier.SD	P2P3_dxy.Background.Mean	P2P3_dxy.Background.SD	P2P3_dxy.Significant	Outlier.Alternate.PC
0.001	1.6	0.6	0.4	NA	gene flow P3-P2	fG	0.0180536	0.0052448	0.0407008	0.0058815	TRUE	98.8
0.001	1.6	0.6	0.4	NA	gene flow P3-P2	fhom	0.0180426	0.0052117	0.0407021	0.00588	TRUE	98.9
0.001	1.6	0.6	0.4	NA	gene flow P3-P2	Simulation	0.0179784	0.0049834	0.0407092	0.0058745	TRUE	NA
0.001	1.6	0.6	NA	1.8	Ancestral structure	D	0.0397119	0.0057782	0.0408555	0.0058666	TRUE	21.5
0.001	1.6	0.6	NA	1.8	Ancestral structure	fd	0.0393422	0.0051779	0.0408965	0.0059192	TRUE	52
0.001	1.6	0.6	NA	1.8	Ancestral structure	fG	0.0391001	0.0049936	0.0409234	0.0059291	TRUE	55.9
0.001	1.6	0.6	NA	1.8	Ancestral structure	fhom	0.039162	0.0050338	0.0409166	0.0059274	TRUE	56.1
0.001	1.6	0.6	NA	1.8	Ancestral structure	Simulation	0.0410283	0.0058003	0.0407092	0.0058745	FALSE	NA
0.001	1.6	0.6	NA	2	Ancestral structure	D	0.0392367	0.005605	0.0408506	0.0058555	TRUE	33.7
0.001	1.6	0.6	NA	2	Ancestral structure	fd	0.0390182	0.0050413	0.0408749	0.0059049	TRUE	70.6
0.001	1.6	0.6	NA	2	Ancestral structure	fG	0.0390174	0.0049595	0.0408749	0.0059126	TRUE	73.1
0.001	1.6	0.6	NA	2	Ancestral structure	fhom	0.0390203	0.0049701	0.0408746	0.0059117	TRUE	73.3
0.001	1.6	0.6	NA	2	Ancestral structure	Simulation	0.0405092	0.0056315	0.0407092	0.0058745	FALSE	NA
0.001	1.6	0.6	NA	NA	Null model	D	0.040365	0.0059155	0.0407525	0.0058626	FALSE	NA
0.001	1.6	0.6	NA	NA	Null model	fd	0.0398372	0.0056478	0.0408112	0.005885	TRUE	NA
0.001	1.6	0.6	NA	NA	Null model	fG	0.0394921	0.0054509	0.0408495	0.005898	TRUE	NA
0.001	1.6	0.6	NA	NA	Null model	fhom	0.0395441	0.0054825	0.0408437	0.0058961	TRUE	NA
0.001	1.6	0.6	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	1.6	0.8	0.2	NA	gene flow P2-P3	D	0.0264972	0.0150582	0.0394483	0.0081343	TRUE	47.2
0.001	1.6	0.8	0.2	NA	gene flow P2-P3	fd	0.0152839	0.0073594	0.0406943	0.0061259	TRUE	93.7
0.001	1.6	0.8	0.2	NA	gene flow P2-P3	fG	0.0150558	0.0068127	0.0407196	0.0060903	TRUE	94.6
0.001	1.6	0.8	0.2	NA	gene flow P2-P3	fhom	0.0150405	0.0067744	0.0407213	0.0060878	TRUE	94.8
0.001	1.6	0.8	0.2	NA	gene flow P2-P3	Simulation	0.0142483	0.0046745	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	0.4	NA	gene flow P2-P3	D	0.02992	0.0134301	0.0394487	0.0078883	TRUE	39.5
0.001	1.6	0.8	0.4	NA	gene flow P2-P3	fd	0.0200919	0.0090395	0.0405407	0.0063591	TRUE	84.3
0.001	1.6	0.8	0.4	NA	gene flow P2-P3	fG	0.0197239	0.0085648	0.0405816	0.0062989	TRUE	86
0.001	1.6	0.8	0.4	NA	gene flow P2-P3	fhom	0.0197891	0.0086211	0.0405744	0.0063143	TRUE	85.6
0.001	1.6	0.8	0.4	NA	gene flow P2-P3	Simulation	0.0176746	0.0049039	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	0.6	NA	gene flow P2-P3	D	0.0344657	0.0110481	0.0393934	0.0076721	TRUE	25.2
0.001	1.6	0.8	0.6	NA	gene flow P2-P3	fd	0.027076	0.0104206	0.0402144	0.0067469	TRUE	62
0.001	1.6	0.8	0.6	NA	gene flow P2-P3	fG	0.0265951	0.0100909	0.0402679	0.0066962	TRUE	64
0.001	1.6	0.8	0.6	NA	gene flow P2-P3	fhom	0.0266104	0.0100899	0.0402662	0.0066998	TRUE	63.9
0.001	1.6	0.8	0.6	NA	gene flow P2-P3	Simulation	0.021722	0.0054286	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	0.2	NA	gene flow P3-P2	D	0.0212606	0.0138986	0.0399925	0.0073096	TRUE	67.7
0.001	1.6	0.8	0.2	NA	gene flow P3-P2	fd	0.0139501	0.0048861	0.0408048	0.0059322	TRUE	99.4
0.001	1.6	0.8	0.2	NA	gene flow P3-P2	fG	0.013943	0.0048527	0.0408056	0.0059316	TRUE	99.5
0.001	1.6	0.8	0.2	NA	gene flow P3-P2	fhom	0.0139472	0.0048757	0.0408051	0.0059317	TRUE	99.5
0.001	1.6	0.8	0.2	NA	gene flow P3-P2	Simulation	0.0139094	0.0047131	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	0.4	NA	gene flow P3-P2	D	0.0247411	0.0124357	0.0400579	0.0070277	TRUE	64.1
0.001	1.6	0.8	0.4	NA	gene flow P3-P2	fd	0.018094	0.0053377	0.0407965	0.0059423	TRUE	98.2
0.001	1.6	0.8	0.4	NA	gene flow P3-P2	fG	0.0180523	0.0051955	0.0408011	0.0059386	TRUE	98.5
0.001	1.6	0.8	0.4	NA	gene flow P3-P2	fhom	0.0180561	0.0052219	0.0408007	0.0059376	TRUE	98.5
0.001	1.6	0.8	0.4	NA	gene flow P3-P2	Simulation	0.0179784	0.0049834	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	0.6	NA	gene flow P3-P2	D	0.0277858	0.0111925	0.0401301	0.0067527	TRUE	59.6
0.001	1.6	0.8	0.6	NA	gene flow P3-P2	fd	0.0219832	0.0058824	0.0407748	0.0059655	TRUE	95.3
0.001	1.6	0.8	0.6	NA	gene flow P3-P2	fG	0.0218672	0.0056223	0.0407877	0.0059526	TRUE	96.3
0.001	1.6	0.8	0.6	NA	gene flow P3-P2	fhom	0.0218595	0.0056077	0.0407886	0.0059514	TRUE	96.4
0.001	1.6	0.8	0.6	NA	gene flow P3-P2	Simulation	0.0216728	0.0051888	0.0408093	0.0059272	TRUE	NA
0.001	1.6	0.8	NA	1.8	Ancestral structure	D	0.0394471	0.005622	0.040985	0.0059267	TRUE	21
0.001	1.6	0.8	NA	1.8	Ancestral structure	fd	0.0389127	0.0047978	0.0410444	0.0059884	TRUE	47.6
0.001	1.6	0.8	NA	1.8	Ancestral structure	fG	0.0386656	0.0046223	0.0410718	0.0059934	TRUE	49.9
0.001	1.6	0.8	NA	1.8	Ancestral structure	fhom	0.0387062	0.0045644	0.0410673	0.0060001	TRUE	50.3
0.001	1.6	0.8	NA	1.8	Ancestral structure	Simulation	0.0410283	0.0058003	0.0408093	0.0059272	FALSE	NA
0.001	1.6	0.8	NA	2	Ancestral structure	D	0.038987	0.0054255	0.0409785	0.0059158	TRUE	33.4
0.001	1.6	0.8	NA	2	Ancestral structure	fd	0.0385253	0.0044879	0.0410298	0.0059832	TRUE	65
0.001	1.6	0.8	NA	2	Ancestral structure	fG	0.0385111	0.0044425	0.0410313	0.0059863	TRUE	68.1
0.001	1.6	0.8	NA	2	Ancestral structure	fhom	0.0385354	0.00447	0.0410286	0.0059851	TRUE	68.1
0.001	1.6	0.8	NA	2	Ancestral structure	Simulation	0.0405092	0.0056315	0.0408093	0.0059272	FALSE	NA
0.001	1.6	0.8	NA	NA	Null model	D	0.0401405	0.0059292	0.0408694	0.0059567	TRUE	NA
0.001	1.6	0.8	NA	NA	Null model	fd	0.0394711	0.0052869	0.0409437	0.0060099	TRUE	NA
0.001	1.6	0.8	NA	NA	Null model	fG	0.0393214	0.0052423	0.0409604	0.0060099	TRUE	NA
0.001	1.6	0.8	NA	NA	Null model	fhom	0.0393249	0.0052392	0.04096	0.0060103	TRUE	NA
0.001	1.6	0.8	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	1.6	1	0.2	NA	gene flow P2-P3	D	0.021971	0.0138813	0.0397254	0.0075128	TRUE	62.6
0.001	1.6	1	0.2	NA	gene flow P2-P3	fd	0.0141927	0.0059082	0.0405897	0.0059829	TRUE	96.5
0.001	1.6	1	0.2	NA	gene flow P2-P3	fG	0.0141394	0.005759	0.0405956	0.0059729	TRUE	96.7
0.001	1.6	1	0.2	NA	gene flow P2-P3	fhom	0.0141011	0.0056309	0.0405998	0.0059676	TRUE	97
0.001	1.6	1	0.2	NA	gene flow P2-P3	Simulation	0.0137528	0.004588	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.4	NA	gene flow P2-P3	D	0.0265491	0.012796	0.0396488	0.0074139	TRUE	52.3
0.001	1.6	1	0.4	NA	gene flow P2-P3	fd	0.0187416	0.0072365	0.0405163	0.0060887	TRUE	91
0.001	1.6	1	0.4	NA	gene flow P2-P3	fG	0.0186469	0.0069983	0.0405268	0.0060819	TRUE	91.1
0.001	1.6	1	0.4	NA	gene flow P2-P3	fhom	0.0186183	0.0069569	0.04053	0.0060757	TRUE	91.3
0.001	1.6	1	0.4	NA	gene flow P2-P3	Simulation	0.0176414	0.0049157	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.6	NA	gene flow P2-P3	D	0.030491	0.0113447	0.0396529	0.0071737	TRUE	41.6
0.001	1.6	1	0.6	NA	gene flow P2-P3	fd	0.0241299	0.0088071	0.0403597	0.0062602	TRUE	77.3
0.001	1.6	1	0.6	NA	gene flow P2-P3	fG	0.023844	0.0084842	0.0403915	0.0062265	TRUE	78.6
0.001	1.6	1	0.6	NA	gene flow P2-P3	fhom	0.0238794	0.0084881	0.0403875	0.0062363	TRUE	78.2
0.001	1.6	1	0.6	NA	gene flow P2-P3	Simulation	0.02162	0.0054035	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.8	NA	gene flow P2-P3	D	0.0351535	0.0091116	0.0396191	0.0069781	TRUE	24.2
0.001	1.6	1	0.8	NA	gene flow P2-P3	fd	0.0308311	0.0090456	0.0400993	0.0064985	TRUE	51.9
0.001	1.6	1	0.8	NA	gene flow P2-P3	fG	0.0302395	0.0086745	0.0401651	0.0064575	TRUE	54.2
0.001	1.6	1	0.8	NA	gene flow P2-P3	fhom	0.030393	0.0087655	0.040148	0.0064698	TRUE	53.7
0.001	1.6	1	0.8	NA	gene flow P2-P3	Simulation	0.0259781	0.0057582	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.2	NA	gene flow P3-P2	D	0.0195807	0.0125189	0.0400084	0.0070367	TRUE	72.7
0.001	1.6	1	0.2	NA	gene flow P3-P2	fd	0.0139599	0.0048917	0.0406329	0.0059024	TRUE	99.2
0.001	1.6	1	0.2	NA	gene flow P3-P2	fG	0.0139683	0.0049231	0.040632	0.0059037	TRUE	99.1
0.001	1.6	1	0.2	NA	gene flow P3-P2	fhom	0.0139542	0.0048755	0.0406336	0.005901	TRUE	99.2
0.001	1.6	1	0.2	NA	gene flow P3-P2	Simulation	0.0139094	0.0047131	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.4	NA	gene flow P3-P2	D	0.0234059	0.0115025	0.0400355	0.0068187	TRUE	68.8
0.001	1.6	1	0.4	NA	gene flow P3-P2	fd	0.0181008	0.0053168	0.040625	0.0059129	TRUE	97.6
0.001	1.6	1	0.4	NA	gene flow P3-P2	fG	0.0181025	0.0053038	0.0406248	0.0059149	TRUE	97.6
0.001	1.6	1	0.4	NA	gene flow P3-P2	fhom	0.0180898	0.0052721	0.0406262	0.0059127	TRUE	97.8
0.001	1.6	1	0.4	NA	gene flow P3-P2	Simulation	0.0179784	0.0049834	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.6	NA	gene flow P3-P2	D	0.0267569	0.0104907	0.0400737	0.0066135	TRUE	63.2
0.001	1.6	1	0.6	NA	gene flow P3-P2	fd	0.0220098	0.0058743	0.0406011	0.0059408	TRUE	94.6
0.001	1.6	1	0.6	NA	gene flow P3-P2	fG	0.021942	0.0057564	0.0406087	0.00593	TRUE	94.9
0.001	1.6	1	0.6	NA	gene flow P3-P2	fhom	0.021948	0.0057644	0.040608	0.0059312	TRUE	95
0.001	1.6	1	0.6	NA	gene flow P3-P2	Simulation	0.0216728	0.0051888	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	0.8	NA	gene flow P3-P2	D	0.0297944	0.0091704	0.0401561	0.0063991	TRUE	57.3
0.001	1.6	1	0.8	NA	gene flow P3-P2	fd	0.0258621	0.0061199	0.040593	0.0059298	TRUE	89.4
0.001	1.6	1	0.8	NA	gene flow P3-P2	fG	0.025704	0.0057048	0.0406106	0.0059318	TRUE	90.3
0.001	1.6	1	0.8	NA	gene flow P3-P2	fhom	0.0256924	0.0056916	0.0406119	0.00593	TRUE	90.6
0.001	1.6	1	0.8	NA	gene flow P3-P2	Simulation	0.0254524	0.0053935	0.0406386	0.0058931	TRUE	NA
0.001	1.6	1	NA	1.8	Ancestral structure	D	0.0387848	0.0052812	0.0408878	0.005911	TRUE	21.4
0.001	1.6	1	NA	1.8	Ancestral structure	fd	0.038589	0.004826	0.0409096	0.005946	TRUE	43
0.001	1.6	1	NA	1.8	Ancestral structure	fG	0.038383	0.0047146	0.0409325	0.0059466	TRUE	44.9
0.001	1.6	1	NA	1.8	Ancestral structure	fhom	0.0383589	0.0046908	0.0409352	0.0059475	TRUE	44.8
0.001	1.6	1	NA	1.8	Ancestral structure	Simulation	0.0410283	0.0058003	0.0406386	0.0058931	FALSE	NA
0.001	1.6	1	NA	2	Ancestral structure	D	0.0385196	0.0050825	0.0408596	0.0059022	TRUE	34.8
0.001	1.6	1	NA	2	Ancestral structure	fd	0.0382742	0.0046745	0.0408869	0.0059281	TRUE	60.4
0.001	1.6	1	NA	2	Ancestral structure	fG	0.0380809	0.0044641	0.0409084	0.0059363	TRUE	63.2
0.001	1.6	1	NA	2	Ancestral structure	fhom	0.0381338	0.0045388	0.0409025	0.0059328	TRUE	63.2
0.001	1.6	1	NA	2	Ancestral structure	Simulation	0.0405092	0.0056315	0.0406386	0.0058931	FALSE	NA
0.001	1.6	1	NA	NA	Null model	D	0.0393562	0.0055599	0.0407921	0.0059155	TRUE	NA
0.001	1.6	1	NA	NA	Null model	fd	0.0390639	0.0053837	0.0408246	0.0059248	TRUE	NA
0.001	1.6	1	NA	NA	Null model	fG	0.0388212	0.0051886	0.0408516	0.0059355	TRUE	NA
0.001	1.6	1	NA	NA	Null model	fhom	0.038846	0.0052567	0.0408488	0.0059298	TRUE	NA
0.001	1.6	1	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	1.6	1.2	0.2	NA	gene flow P2-P3	D	0.0206369	0.0134007	0.039941	0.0072605	TRUE	68.5
0.001	1.6	1.2	0.2	NA	gene flow P2-P3	fd	0.0140858	0.0055042	0.0406689	0.0059901	TRUE	97.6
0.001	1.6	1.2	0.2	NA	gene flow P2-P3	fG	0.0140048	0.0052407	0.0406779	0.0059763	TRUE	98
0.001	1.6	1.2	0.2	NA	gene flow P2-P3	fhom	0.0140135	0.0052551	0.0406769	0.0059792	TRUE	98
0.001	1.6	1.2	0.2	NA	gene flow P2-P3	Simulation	0.0137451	0.0043646	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.4	NA	gene flow P2-P3	D	0.0244892	0.0123883	0.0399718	0.0070187	TRUE	62
0.001	1.6	1.2	0.4	NA	gene flow P2-P3	fd	0.0187324	0.0071205	0.0406114	0.0060638	TRUE	91.6
0.001	1.6	1.2	0.4	NA	gene flow P2-P3	fG	0.0185767	0.0067805	0.0406287	0.0060444	TRUE	92.4
0.001	1.6	1.2	0.4	NA	gene flow P2-P3	fhom	0.0185533	0.0067571	0.0406313	0.0060378	TRUE	92.3
0.001	1.6	1.2	0.4	NA	gene flow P2-P3	Simulation	0.0178749	0.0052286	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.6	NA	gene flow P2-P3	D	0.0282199	0.0111917	0.039966	0.0068594	TRUE	53.8
0.001	1.6	1.2	0.6	NA	gene flow P2-P3	fd	0.0230935	0.0077753	0.0405356	0.0061333	TRUE	84.4
0.001	1.6	1.2	0.6	NA	gene flow P2-P3	fG	0.0227871	0.007273	0.0405696	0.0061039	TRUE	85.8
0.001	1.6	1.2	0.6	NA	gene flow P2-P3	fhom	0.0228271	0.0073148	0.0405652	0.0061113	TRUE	85.6
0.001	1.6	1.2	0.6	NA	gene flow P2-P3	Simulation	0.0215534	0.0051663	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.8	NA	gene flow P2-P3	D	0.0323847	0.0095799	0.0399522	0.0067536	TRUE	39
0.001	1.6	1.2	0.8	NA	gene flow P2-P3	fd	0.0281613	0.0082092	0.0404215	0.006246	TRUE	68.6
0.001	1.6	1.2	0.8	NA	gene flow P2-P3	fG	0.0279836	0.0080479	0.0404412	0.0062302	TRUE	69.3
0.001	1.6	1.2	0.8	NA	gene flow P2-P3	fhom	0.0280451	0.0080846	0.0404344	0.0062386	TRUE	69
0.001	1.6	1.2	0.8	NA	gene flow P2-P3	Simulation	0.0255942	0.0056807	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	1	NA	gene flow P2-P3	D	0.0355461	0.0078146	0.0400298	0.0065133	TRUE	26.2
0.001	1.6	1.2	1	NA	gene flow P2-P3	fd	0.0328556	0.0075379	0.0403287	0.0062705	TRUE	47.8
0.001	1.6	1.2	1	NA	gene flow P2-P3	fG	0.032665	0.0074304	0.0403499	0.0062592	TRUE	48.2
0.001	1.6	1.2	1	NA	gene flow P2-P3	fhom	0.0326364	0.0074126	0.0403531	0.0062576	TRUE	48.4
0.001	1.6	1.2	1	NA	gene flow P2-P3	Simulation	0.0294537	0.0055708	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.2	NA	gene flow P3-P2	D	0.0186542	0.0120613	0.0401795	0.0068482	TRUE	77
0.001	1.6	1.2	0.2	NA	gene flow P3-P2	fd	0.0139804	0.0049925	0.0406988	0.005935	TRUE	99.1
0.001	1.6	1.2	0.2	NA	gene flow P3-P2	fG	0.013975	0.004959	0.0406994	0.0059354	TRUE	99.1
0.001	1.6	1.2	0.2	NA	gene flow P3-P2	fhom	0.0139655	0.0049131	0.0407005	0.0059349	TRUE	99.1
0.001	1.6	1.2	0.2	NA	gene flow P3-P2	Simulation	0.0139094	0.0047131	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.4	NA	gene flow P3-P2	D	0.0227763	0.011267	0.0401736	0.0067202	TRUE	72.2
0.001	1.6	1.2	0.4	NA	gene flow P3-P2	fd	0.0181991	0.0056189	0.0406822	0.0059551	TRUE	96.8
0.001	1.6	1.2	0.4	NA	gene flow P3-P2	fG	0.0181579	0.0054807	0.0406868	0.0059521	TRUE	97.1
0.001	1.6	1.2	0.4	NA	gene flow P3-P2	fhom	0.018147	0.00543	0.040688	0.0059527	TRUE	97.1
0.001	1.6	1.2	0.4	NA	gene flow P3-P2	Simulation	0.0179784	0.0049834	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.6	NA	gene flow P3-P2	D	0.0264857	0.0104682	0.040172	0.0065899	TRUE	65
0.001	1.6	1.2	0.6	NA	gene flow P3-P2	fd	0.022113	0.0061293	0.0406578	0.0059799	TRUE	93.1
0.001	1.6	1.2	0.6	NA	gene flow P3-P2	fG	0.0220211	0.0058995	0.040668	0.0059738	TRUE	93.7
0.001	1.6	1.2	0.6	NA	gene flow P3-P2	fhom	0.0220193	0.0058938	0.0406682	0.0059738	TRUE	93.8
0.001	1.6	1.2	0.6	NA	gene flow P3-P2	Simulation	0.0216728	0.0051888	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	0.8	NA	gene flow P3-P2	D	0.0296643	0.0093236	0.0402387	0.0063852	TRUE	59.1
0.001	1.6	1.2	0.8	NA	gene flow P3-P2	fd	0.0260782	0.0064334	0.0406372	0.0059842	TRUE	86.7
0.001	1.6	1.2	0.8	NA	gene flow P3-P2	fG	0.0259198	0.0060898	0.0406548	0.005981	TRUE	87.4
0.001	1.6	1.2	0.8	NA	gene flow P3-P2	fhom	0.0259157	0.006083	0.0406552	0.0059807	TRUE	87.4
0.001	1.6	1.2	0.8	NA	gene flow P3-P2	Simulation	0.0254524	0.0053935	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	1	NA	gene flow P3-P2	D	0.03262	0.0080363	0.040337	0.0062107	TRUE	50.8
0.001	1.6	1.2	1	NA	gene flow P3-P2	fd	0.0299589	0.0064007	0.0406326	0.0059797	TRUE	75.8
0.001	1.6	1.2	1	NA	gene flow P3-P2	fG	0.0298256	0.0062174	0.0406474	0.0059745	TRUE	76.6
0.001	1.6	1.2	1	NA	gene flow P3-P2	fhom	0.0298425	0.0062783	0.0406456	0.0059708	TRUE	76.5
0.001	1.6	1.2	1	NA	gene flow P3-P2	Simulation	0.0292922	0.0056669	0.0407067	0.0059248	TRUE	NA
0.001	1.6	1.2	NA	1.8	Ancestral structure	D	0.0385539	0.0052949	0.0409817	0.0059284	TRUE	21.5
0.001	1.6	1.2	NA	1.8	Ancestral structure	fd	0.0382854	0.0048017	0.0410115	0.005962	TRUE	36.2
0.001	1.6	1.2	NA	1.8	Ancestral structure	fG	0.0381803	0.0047456	0.0410232	0.0059615	TRUE	37.5
0.001	1.6	1.2	NA	1.8	Ancestral structure	fhom	0.0381654	0.0047605	0.0410248	0.0059594	TRUE	37.6
0.001	1.6	1.2	NA	1.8	Ancestral structure	Simulation	0.0410283	0.0058003	0.0407067	0.0059248	FALSE	NA
0.001	1.6	1.2	NA	2	Ancestral structure	D	0.0383645	0.0051985	0.040945	0.0059128	TRUE	35.3
0.001	1.6	1.2	NA	2	Ancestral structure	fd	0.0380436	0.0047398	0.0409807	0.0059389	TRUE	53.9
0.001	1.6	1.2	NA	2	Ancestral structure	fG	0.0379488	0.0045539	0.0409912	0.0059497	TRUE	55.6
0.001	1.6	1.2	NA	2	Ancestral structure	fhom	0.0379467	0.0045495	0.0409914	0.00595	TRUE	55.5
0.001	1.6	1.2	NA	2	Ancestral structure	Simulation	0.0405092	0.0056315	0.0407067	0.0059248	FALSE	NA
0.001	1.6	1.2	NA	NA	Null model	D	0.0389984	0.005547	0.0409236	0.0059184	TRUE	NA
0.001	1.6	1.2	NA	NA	Null model	fd	0.0387058	0.0051764	0.0409561	0.0059441	TRUE	NA
0.001	1.6	1.2	NA	NA	Null model	fG	0.038456	0.0050304	0.0409839	0.0059469	TRUE	NA
0.001	1.6	1.2	NA	NA	Null model	fhom	0.0385236	0.0050802	0.0409764	0.0059453	TRUE	NA
0.001	1.6	1.2	NA	NA	Null model	Simulation	NA	NA	NA	NA	NA	NA
0.001	1.6	1.4	0.2	NA	gene flow P2-P3	D	0.0188107	0.0117972	0.0402033	0.0070057	TRUE	74.5
0.001	1.6	1.4	0.2	NA	gene flow P2-P3	fd	0.013966	0.0049614	0.0407416	0.0059887	TRUE	97.7
0.001	1.6	1.4	0.2	NA	gene flow P2-P3	fG	0.0139887	0.0050781	0.0407391	0.0059891	TRUE	97.7
0.001	1.6	1.4	0.2	NA	gene flow P2-P3	fhom	0.0139772	0.005022	0.0407404	0.0059887	TRUE	97.7
0.001	1.6	1.4	0.2	NA	gene flow P2-P3	Simulation	0.0138174	0.0045211	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	0.4	NA	gene flow P2-P3	D	0.0225709	0.0109174	0.0402211	0.0068365	TRUE	69.4
0.001	1.6	1.4	0.4	NA	gene flow P2-P3	fd	0.0181346	0.005973	0.040714	0.0060147	TRUE	94.6
0.001	1.6	1.4	0.4	NA	gene flow P2-P3	fG	0.0180546	0.0057104	0.0407229	0.0060096	TRUE	94.7
0.001	1.6	1.4	0.4	NA	gene flow P2-P3	fhom	0.0180533	0.00568	0.0407231	0.0060122	TRUE	94.7
0.001	1.6	1.4	0.4	NA	gene flow P2-P3	Simulation	0.0177378	0.0049181	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	0.6	NA	gene flow P2-P3	D	0.0265458	0.0102608	0.0402168	0.0067039	TRUE	60.3
0.001	1.6	1.4	0.6	NA	gene flow P2-P3	fd	0.0225046	0.0069469	0.0406659	0.0060809	TRUE	86.7
0.001	1.6	1.4	0.6	NA	gene flow P2-P3	fG	0.0223829	0.006694	0.0406794	0.0060718	TRUE	87.3
0.001	1.6	1.4	0.6	NA	gene flow P2-P3	fhom	0.0224005	0.0067324	0.0406774	0.006073	TRUE	87
0.001	1.6	1.4	0.6	NA	gene flow P2-P3	Simulation	0.0216742	0.0055799	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	0.8	NA	gene flow P2-P3	D	0.0301351	0.0089905	0.0402705	0.0065023	TRUE	50.9
0.001	1.6	1.4	0.8	NA	gene flow P2-P3	fd	0.0269378	0.0070409	0.0406257	0.0061062	TRUE	74.9
0.001	1.6	1.4	0.8	NA	gene flow P2-P3	fG	0.026757	0.0066798	0.0406458	0.0061059	TRUE	75.5
0.001	1.6	1.4	0.8	NA	gene flow P2-P3	fhom	0.0267849	0.006706	0.0406427	0.0061097	TRUE	75
0.001	1.6	1.4	0.8	NA	gene flow P2-P3	Simulation	0.0257461	0.0056525	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	1	NA	gene flow P2-P3	D	0.0330649	0.0077744	0.0403058	0.0063811	TRUE	41.4
0.001	1.6	1.4	1	NA	gene flow P2-P3	fd	0.0305558	0.0066534	0.0405846	0.0061399	TRUE	59.8
0.001	1.6	1.4	1	NA	gene flow P2-P3	fG	0.0304248	0.0065338	0.0405992	0.0061302	TRUE	60.1
0.001	1.6	1.4	1	NA	gene flow P2-P3	fhom	0.0304292	0.006519	0.0405987	0.0061328	TRUE	60.1
0.001	1.6	1.4	1	NA	gene flow P2-P3	Simulation	0.0289941	0.0055258	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	1.2	NA	gene flow P2-P3	D	0.0357048	0.0065068	0.0404788	0.0061781	TRUE	26.2
0.001	1.6	1.4	1.2	NA	gene flow P2-P3	fd	0.0343466	0.0058855	0.0406297	0.0061118	TRUE	39
0.001	1.6	1.4	1.2	NA	gene flow P2-P3	fG	0.0341134	0.0057229	0.0406556	0.0061018	TRUE	39.8
0.001	1.6	1.4	1.2	NA	gene flow P2-P3	fhom	0.034175	0.0057833	0.0406488	0.0061027	TRUE	39.7
0.001	1.6	1.4	1.2	NA	gene flow P2-P3	Simulation	0.0331908	0.0059874	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	0.2	NA	gene flow P3-P2	D	0.0180008	0.011133	0.0403035	0.0068187	TRUE	78
0.001	1.6	1.4	0.2	NA	gene flow P3-P2	fd	0.0139825	0.0049447	0.04075	0.0059689	TRUE	98.5
0.001	1.6	1.4	0.2	NA	gene flow P3-P2	fG	0.0139887	0.0049842	0.0407493	0.0059684	TRUE	98.5
0.001	1.6	1.4	0.2	NA	gene flow P3-P2	fhom	0.0139914	0.0049662	0.040749	0.0059714	TRUE	98.5
0.001	1.6	1.4	0.2	NA	gene flow P3-P2	Simulation	0.0139094	0.0047131	0.0407581	0.0059533	TRUE	NA
0.001	1.6	1.4	0.4	NA	gene flow P3-P2	D	0.0220889	0.0104211	0.0403014	0.0066982	TRUE	73.4
0.001	1.6	1.4	0.4	NA	gene flow P3-P2	fd	0.0181217	0.0053038	0.0407422	0.0059831	TRUE	96.5
0.001	1.6	1.4	0.4	NA	gene flow P3-P2	fG	0.0181926	0.0054601	0.0407343	0.0059973	TRUE	96
0.001	1.6	1.4	0.4	NA	gene flow P3-P2	fhom	0.0181849	0.0054383	0.0407352	0.0059963	TRUE	96
